epoch, train accuracy, train loss, test accuracy, test loss,
0, 0.26131314039230347, 3.814220524509035, 0.2465437799692154, 3.85301029773718,
1, 0.26624980568885803, 3.819341300799891, 0.25038403272628784, 3.867830865394135,
2, 0.2687181234359741, 3.654846804067848, 0.24884793162345886, 3.7104759626491095,
3, 0.27151554822921753, 3.6372890174241763, 0.25960060954093933, 3.6943138755411598,
4, 0.2725028693675995, 3.5540809750615794, 0.2557603716850281, 3.616111075640091,
5, 0.273325651884079, 3.502847329711412, 0.2688172161579132, 3.5739578094716813,
6, 0.27464208006858826, 3.5005901136424993, 0.2519201338291168, 3.57364987374817,
7, 0.27497121691703796, 3.4694919331952185, 0.2611367106437683, 3.5419555171843498,
8, 0.2812242805957794, 3.4454293074489364, 0.26420891284942627, 3.5210183256415912,
9, 0.28221163153648376, 3.434088489305861, 0.26574501395225525, 3.512989542268205,
10, 0.27941417694091797, 3.436857920601628, 0.2711213529109955, 3.5158756156487767,
11, 0.28632548451423645, 3.443454920078395, 0.2703533172607422, 3.5232464252712172,
12, 0.2833634912967682, 3.448393273867528, 0.25806450843811035, 3.5338320988480763,
13, 0.2876419425010681, 3.4091644713963767, 0.2688172161579132, 3.4888733660204254,
14, 0.29241400957107544, 3.426899739074456, 0.2695852518081665, 3.514865459201889,
15, 0.2892874777317047, 3.4150217774080294, 0.26497694849967957, 3.511220003236457,
16, 0.2889583706855774, 3.367546228431098, 0.26497694849967957, 3.4670608215800813,
17, 0.29192036390304565, 3.4002205662101983, 0.26420891284942627, 3.493477236840033,
18, 0.29274311661720276, 3.370667407833198, 0.2718893885612488, 3.4736021367086245,
19, 0.2914266884326935, 3.3424215688700736, 0.2703533172607422, 3.4470838789932556,
20, 0.292249470949173, 3.3457276314639213, 0.25883257389068604, 3.452766898956533,
21, 0.2965278923511505, 3.3643082616673268, 0.2611367106437683, 3.472404995638471,
22, 0.2970215678215027, 3.3333027036013094, 0.2634408473968506, 3.4446424141457554,
23, 0.2856672704219818, 3.3479851588854492, 0.2542242705821991, 3.4685110628330214,
24, 0.29965442419052124, 3.329824653840171, 0.26728111505508423, 3.452374963716428,
25, 0.30195820331573486, 3.341695484527342, 0.2695852518081665, 3.4663472622404083,
26, 0.2976797819137573, 3.2963520079552, 0.26497694849967957, 3.4199881194740214,
27, 0.29965442419052124, 3.3372851948175497, 0.26728111505508423, 3.473835952454082,
28, 0.30442652106285095, 3.276045188633886, 0.2626728117465973, 3.4295410531274,
29, 0.3065657317638397, 3.264652575476695, 0.2695852518081665, 3.408243147092664,
30, 0.29998353123664856, 3.2972600728798134, 0.24961598217487335, 3.4352444533012614,
31, 0.3054138422012329, 3.281082723296471, 0.25115206837654114, 3.4304935320548013,
32, 0.30722394585609436, 3.314363997802935, 0.2526881694793701, 3.465671111544889,
33, 0.30607208609580994, 3.2532640199471365, 0.2688172161579132, 3.4171741503174955,
34, 0.3192364573478699, 3.2354237561322403, 0.25883257389068604, 3.408391832389773,
35, 0.31610992550849915, 3.2306201175892455, 0.2680491507053375, 3.4007396961686798,
36, 0.3126542568206787, 3.2500672421212924, 0.2634408473968506, 3.43086426085957,
37, 0.3190719187259674, 3.213142328480464, 0.2711213529109955, 3.400860330842424,
38, 0.3157808184623718, 3.2080651817302948, 0.26574501395225525, 3.404700910623905,
39, 0.31610992550849915, 3.2096786612014307, 0.25883257389068604, 3.4028928027174987,
40, 0.3246667683124542, 3.2212581562332874, 0.25806450843811035, 3.4182457110848845,
41, 0.3228566646575928, 3.2014116566883843, 0.25806450843811035, 3.3971043482720393,
42, 0.30837583541870117, 3.210940211780844, 0.2680491507053375, 3.4184847537273635,
43, 0.326805979013443, 3.175057425474638, 0.2519201338291168, 3.3984987929852513,
44, 0.32137566804885864, 3.1940912746060968, 0.26728111505508423, 3.410354420886062,
45, 0.32581865787506104, 3.182511257305337, 0.24807988107204437, 3.4026624676635553,
46, 0.33141353726387024, 3.161539740324687, 0.2549923062324524, 3.409737506403535,
47, 0.32746422290802, 3.171609376044538, 0.2534562349319458, 3.409269828034619,
48, 0.3373374938964844, 3.1473350104325224, 0.25883257389068604, 3.395128153436195,
49, 0.3340463936328888, 3.1589787043649467, 0.2626728117465973, 3.398276843233592,
50, 0.32812243700027466, 3.153265544570589, 0.24961598217487335, 3.41081309281919,
51, 0.32170477509498596, 3.1899358119465555, 0.26574501395225525, 3.4454052246843796,
52, 0.3412868082523346, 3.121812261443635, 0.261904776096344, 3.3960223805886076,
53, 0.34062859416007996, 3.1418986431132496, 0.261904776096344, 3.406949449061615,
54, 0.3472107946872711, 3.1309658676380976, 0.261904776096344, 3.405460000221264,
55, 0.339641273021698, 3.123109256003039, 0.2526881694793701, 3.4014768820204493,
56, 0.33898305892944336, 3.1409520106388586, 0.26728111505508423, 3.4065754915345834,
57, 0.34260326623916626, 3.114515863556365, 0.2542242705821991, 3.4028895095379856,
58, 0.3444133698940277, 3.0938625489486484, 0.26497694849967957, 3.3920180032147056,
59, 0.34902089834213257, 3.0808527401762023, 0.2718893885612488, 3.3858779930665563,
60, 0.35428664088249207, 3.0748458643855674, 0.2626728117465973, 3.3913516617407264,
61, 0.3501727879047394, 3.0903071531716666, 0.2680491507053375, 3.4083334165417836,
62, 0.35478031635284424, 3.0483993020559077, 0.2703533172607422, 3.3817974741008423,
63, 0.34391969442367554, 3.079721776909865, 0.26420891284942627, 3.425187411213068,
64, 0.3577423095703125, 3.051475355416041, 0.25960060954093933, 3.3962194264026646,
65, 0.356919527053833, 3.0633481747424973, 0.2634408473968506, 3.410435449509394,
66, 0.35840052366256714, 3.05379337563765, 0.2542242705821991, 3.4189253893499183,
67, 0.3641599416732788, 3.0212106257456393, 0.2634408473968506, 3.392288383800313,
68, 0.36712193489074707, 3.018271256183664, 0.25652840733528137, 3.3986993194908224,
69, 0.36481815576553345, 3.0318087975955703, 0.24884793162345886, 3.4253046179330475,
70, 0.3625144064426422, 3.0344121172492082, 0.25729647278785706, 3.397183583811864,
71, 0.3669573664665222, 3.0117414385663928, 0.2611367106437683, 3.4231149817025788,
72, 0.35395753383636475, 3.0456954556820284, 0.26728111505508423, 3.425809341641615,
73, 0.36679282784461975, 2.997114896185798, 0.2703533172607422, 3.4150222743161813,
74, 0.37567877769470215, 2.9711188711342458, 0.2611367106437683, 3.40985600226852,
75, 0.374197781085968, 2.9542010045079037, 0.2688172161579132, 3.3901702951176373,
76, 0.3702484667301178, 2.9933611185746463, 0.2711213529109955, 3.456709186419181,
77, 0.3899950683116913, 2.9950472135105985, 0.2680491507053375, 3.430182320731027,
78, 0.3807799816131592, 3.0111513450111587, 0.26574501395225525, 3.489630439863776,
79, 0.3916406035423279, 2.9454988596057623, 0.26574501395225525, 3.4576688845586117,
80, 0.3906532824039459, 2.9375849992640024, 0.261904776096344, 3.4424079977056032,
81, 0.37929898500442505, 2.9548426922045983, 0.26420891284942627, 3.466243116903232,
82, 0.3936152756214142, 2.899426998698988, 0.2703533172607422, 3.4095226000714045,
83, 0.39328616857528687, 2.917379680895307, 0.2695852518081665, 3.45027839789559,
84, 0.3995392322540283, 2.8854606042120907, 0.2772657573223114, 3.423852103097098,
85, 0.3964127004146576, 2.919348704965958, 0.2526881694793701, 3.462736501854869,
86, 0.39904558658599854, 2.890566787104554, 0.26574501395225525, 3.468979995188442,
87, 0.3975645899772644, 2.878479727047808, 0.26728111505508423, 3.442160165438088,
88, 0.4015139043331146, 2.8560614247688516, 0.28264209628105164, 3.441823065738707,
89, 0.4194503724575043, 2.806060976822831, 0.2711213529109955, 3.485763672859438,
90, 0.41583016514778137, 2.8365013143901314, 0.2841781973838806, 3.4450230517878144,
91, 0.4194503724575043, 2.8125116606576284, 0.280337929725647, 3.4419764446955856,
92, 0.40134933590888977, 2.8332472426612383, 0.28110599517822266, 3.5104556926018264,
93, 0.42520982027053833, 2.8513218947337298, 0.2703533172607422, 3.4925309633879067,
94, 0.4168175160884857, 2.7974054343766714, 0.25038403272628784, 3.505158443421629